mus मुस
jaayungi	जाऊंगी
chuulha	चूल्हा
himanshu	हिमांशु
naachte	नाचते
bahalaaya	बहलाया
naachti	नाचती
rind	रिंद
zameenon	ज़मीनों
aahaahaa	आहाहा
vibhinn	विभिन्न
maahiyaan	माहियां
haalaa	हाला
khujali	खुजली
maika	मैका
rupaya	रुपया
kaminaa	कमीना
maike	मैके
vaasiyon	वासियों
ghoomti	घूमती
haalat	हालात
arii	अरी
mitane	मिटाने
jhakole	झकोले
naachun	नाचूँ
fiza	फ़िज़ा
chhedhne	छेड़ने
kunve	कुंवे
nikharane	निखरने
risataa	रिसता
daakhil	दाखिल
raanaayiyaan	रानाइयाँ
meharabaaniyon	मेहरबानियों
poora	पूरा
ghaaten	घातें
chidiyaan	चिड़ियाँ
kalejava	कलेजवा
chunarii	चुनरी
gholen	घोलें
ilzaam	इलज़ाम
sharamaake	शरमाके
jaavaan	जावां
bradhdhi	वृद्धि
vasle	वस्ल
poore	पूरे
poori	पूरी
raajnitik	राजनीतिक
naachon	नाचो
baatoin	बाटोइन
jiyen	जियें
poorv	पूर्व
ashkon	अश्कों
arop	आरोप
baahein	बाहें
maile	मैले
ghoomte	घूमते
mitana	मिटाना
aurat	औरत
maila	मैला
ghoomta	घूमता
judaai	जुदाई
gazadaan	गज़दाँ
lalchaaunga	ललचाऊँगा
rupayo	रुपयों
bimaariyon	बीमारियों
judaae	जुदाए
rupaye	रुपये
uthuun	उठूँ
vasla	वस्ल
karawat	करवट
maili	मैली
kaminee	कामिनी
chhunan	छुनन
jhoomen	झूमें
upari	उपरी
navan	नवन
parntu	परंतु
hadshah	हादशाह
sharamaane	शरमाने
miliega	मिलिएगा
sharamaana	शरमाना
manhagi	मंहगी
darwaazon	दरवाज़ों
bebus	बेबस
maina	मैना
ritu	रितु
maine	मैंने
jhakora	झकोरा
jhakore	झकोरे
kharakarvaale	खरकरवाले
zindagaaniya	ज़िंदगानी
riti	रिती
rite	रीते
mainu	मैंनु
rita	रीता
kvaahishamandon	ख़्वाहिशमंदों
uthegaa	उठेगा
mainn	मैंने
mitake	मिटाके
lagega	लगेगा
ulajhein	उलझें
jhoomne	झूमने
chakorii	चकोरी
padat	पड़त
arth	अर्थ
nuqasaan	नुक़सान
utaran	उतरन
bharaao	भराओ
madamaati	मदमाती
lagegi	लगेगी
judane	जुड़ने
langne	लाँघने
judana	जुड़ना
utaraa	उतरा
daada	दादा
tadapaaengi	तड़पाएंगी
naariyal	नारियल
daade	दादे
pacchis	पच्चिस
daadi	दादी
vyavasthaon	व्यवस्थाओं
pighaltaa	पिघलता
aadesh	आदेश
unchee	ऊँची
virasat	विरासत
gaayuun	गाऊँ
pucho	पूछो
kitte	कितते
daagi	दागी
kitta	कित्ता
lehak	लहक
chhedegii	छेड़ेगी
bebas	बेबस
mangdi	मंगदी
palakome	पलकोमे
tussi	तुस्सी
vasan	वासन
lagein	लगें
arra	अर्रा
dilliwaale	दिल्लीवाले
riha	रिहा
sumiran	सुमिरन
arre	अरे
lijie	लीजिए
lootega	लूटेगा
meraaa	मेरा
kamazor	कमज़ोर
achaanak	अचानक
gendaa	गेंदा
mushqilon	मुश्क़िलों
jhaanjhe	झाँझे
chhuachhui	छुआछुई
besaharaa	बेसहरा
paden	पड़ें
bhelapoori	भेलपूरी
ulajhega	उलझेगा
leharaai	लहराई
yogi	योगी
daravaaza	दरवाज़ा
navvi	नवीं
yoga	योग
jaanewaale	जानेवाले
bahuroopiyaa	बहुरूपिया
kitna	कितना
anaban	अनबन
uddhaar	उद्धार
batlaoon	बतलाऊँ
kitne	कितना
riit	रीत
galat	गलत
kitni	कितनी
kitno	कितनों
badaluun	बदलूं
udaieen	उडाई
mantraalay	मंत्रालय
jhoomka	झूमका
afasaanon	अफ़सानों
coffee	कॉफी
jhoomke	झूमके
lehar	लहर
aajama	आजमा
jindgaani	जिंदगानी
unchaa	ऊँचा
basthi	बस्ती
chhupaayen	छुपाएं
daaku	डाकू
saccha	सच्चा
pucha	पूछा
leher	लहर
padha	पड़ा
puchh	पूछ
joraajori	जोराजोरी
sacche	सच्चे
puche	पूछे
padhi	पड़ी
aanewaley	आनेवाले
daale	डाले
aajmaaye	आज़माये
graho	ग्रहों
naariyan	नारियाँ
padhe	पड़े
manasoob	मनसूब
daala	डाला
chokri	छोकरी
jevar	जेवर
bhichar	बिछड़
jevan	जीवन
furqat	फ़ुर्क़त
mangal	मंगल
bhichad	बिछड़
arun	अरुण
premapujaari	प्रेमपुजारी
jagmaga	जगमगा
lageli	लगेली
fursaton	फ़ुर्सतों
padii	पड़ी
graim	ग्रैं
fida	फिदा
grain	ग्रैं
daaka	डाक
riki	रिकी
pherkar	फेरकर
galey	गले
fikr	फ़िक्र
pagalii	पगली
jindagani	ज़िंदगानी
pukaara	पुकार
udaasiyaan	उदासियाँ
lokavarta	लोकवार्त्ता
pukaare	पुकारे
francicis	फ्रांसीसी
haqadaar	हक़दार
shukrr	शुक्र
pukaari	पुकारी
kurata	कुरता
sharamaayi	शरमायी
kurati	कुरती
asraani	असरानी
khilakhilaana	खिलखिलाना
maiya	मैया
kurate	कुरते
langur	लंगूर
urdta	उड़ता
rotiyaan	रोटियाँ
sharamaaye	शरमाये
kaire	खैर
sharamaaya	शरमाया
gaaungaa	गाऊंगा
naachate	नाचते
pukaaro	पुकारो
naachata	नाचता
hindustaani	हिन्दुस्तानी
shukra	शुक्र
prasaad	प्रसाद
madhubala	मधुबाला
arzi	अरज़ी
baansuree	बाँसुरी
naachati	नाचती
sehamein	सहमें
gairon	गैरों
pyaaliyon	प्यालियों
bichhaaen	बिछाएं
jaaguun	जागूँ
baanvariya	बाँवरिया
anaath	अनाथ
yoon	यूं
naachen	नाचें
yoom	यूं
palti	पलती
palte	पलते
galii	गली
raliya	रलिया
rajneetik	राजनीतिक
galin	गलिन
afasaanaa	अफ़साना
samandaron	समंदरों
thaakur	ठाकुर
utaaruun	उतारूं
uduun	उड़ूँ
madiraa	मदिरा
tadapuun	तड़पूँ
naachane	नाचने
naachana	नाचना
povare	पोवरे
ajaye	अजाए
murshidabad	मुर्शिदाबाद
asar	असर
lehki	लहकी
jhapakane	झपकने
grand	ग्रैन्ड
padna	पड़ना
parmano	परमाणु
1247	1247
turnament	टूर्नामेंट
viraasat	विरासत
chodunga	छोड़ूँगा
nasiihat	नसीहत
padne	पढ़ने
dikhalata	दिखलाता
roshani	रोशनी
parmanu	परमाणु
taqasim	तक़सीम
padoo	पड़ूँ
sansoon	साँसों
ummeeden	उम्मीदें
pados	पड़ोस
chhupaayaa	छुपाया
agaadi	अगाड़ी
varkar	वर्कर
jaaengii	जाएंगी
jhoomta	झूमता
jhapakana	झपकना
badariya	बदरिया
asal	असल
asad	असद
mujrim	मुजरिम
judate	जुड़ते
galle	गल्ले
jiyun	जियूँ
galli	गली
rekhaayen	रेखाएँ
bahalaane	बहलाने
bahalaana	बहलाना
rida	रिदा
karaunga	कराऊंगा
judata	जुड़ता
galla	गल्ला
kithe	किते
lageen	लगीं
jhoomti	झूमती
phurti	पूर्ति
khilakhilaati	खिलखिलाती
naachat	नाचत
naachan	नाचन
film	फिल्म
sikkon	सिक्कों
buraai	बुराई
rich	रीछ
chadhti	चढ़ती
akelepan	अकेलेपन
mohbbat	मोहब्बत
shikayatein	शिकायतें
maayoosiyaan	मायूसियाँ
aramaan	अरमान
chadhta	चढ़ता
mehraan	मेहराँ
aanevaale	आनेवाले
klesh	क्लेश
karungee	करूँगी
sachche	सच्चे
sonaa	सोना
batalaayen	बतलाएं
bujhaayi	बुझाई
sachcha	सच्चा
chhain	छैं
panth	पंत
chhaim	छैं
hukuumat	हुकूमत
aanevaala	आनेवाला
sahamaa	सहमा
kunvaare	कुंवारे
saadhaa	साधा
time	टाइम**
hawavon	हवाओं
puchhun	पूछूँ
laharaataa	लहराता
kunvaara	कुंवारा
tima	टिम
baarha	बारहा
kaya	क्या
kunvaari	कुंवारी
sachchi	सच्ची
akadatii	अकड़ती
jitanaa	जितना
pradan	प्रदान
kayi	कई
ghumenge	घूमेंगे
chidhiya	चिड़िया
tinn	तिन्न
baseraa	बसेरा
tino	तीनो
majabuuriyon	मजबूरियों
pocket	पॉकेट
malle	माले
tina	टीना
varta	वार्ता
kaza	को
lines	लिनेस
bujhana	बुझाना
tamannaayen	तमन्नाएं
bujhane	बुझाने
seelii	सीली
kapadon	कपड़ों
kava	कवा
assalaam	अस्सलाम
tiku	टिकु
karyakal	कार्यकाल
lehri	लहरी
kavi	कवि
abhibhaavak	अभिभावक
lehre	लहरें
tika	टिका
sunayen	सुनायें
arajpatrat	अराजपत्रित
tukadaa	टुकड़ा
chhahe	चाहे
varsh	वर्ष
priyatamaa	प्रीयतमा
utarte	उतरते
gungunaye	गुनगुनाए
karyakramon	कार्यक्रमों
isiliye	इसीलिए
ulajhane	उलझने
krmank	क्रमांक
zimmedaar	ज़िम्मेदार
aakhiyon	अखियों
nauka	नौका
till	तिल
surmayii	सुरमाई
judaaye	जुदाए
tila	टीला
baraabar	बराबर
talabagaar	तलबगार
baarood	बारूद
ulajhana	उलझना
piyoge	पियोगे
pachaaka	पचाका
judaayi	जुदाई
nikalataa	निकलता
cholaa	चोला
katl	कत्ल
parwaah	परवाह
hasina	हसीना
kati	कटी
tiir	तीर
kate	काटे
karungaa	करुँगा
baazaaron	बाज़ारों
tiin	तीन
kata	कटा
malik	मालिक
gehraiyaan	गहराईयां
bhoolenge	भूलेंगे
rhun	रुन
bolunga	बोलूँगा
pehalwan	पहलवान
hasino	हसीनो
mausamon	मौसमों
hilela	हिलेला
bolungi	बोलूँगी
parishikshan	परिशिक्षण
kaul	कौल
mohabbbat	मोहब्ब्बत
kaun	कौन
kachchiyan	कच्चियँ
anzaam	अंज़ाम
tije	तीजे
bujhaavo	बुझावो
jodun	जोड़ूँ
utarta	उतरता
uchhalkar	उछलकर
bujhaave	बुझावे
bitaai	बिताई
sunaaoon	सुनाऊँ
unche	ऊँचे
puravaayi	पुरवाई
uncha	उँचा
varoz	वरोज़
thumkaa	ठुमका
bihar	बिहार
tija	तीजा
unchi	ऊँची
kaison	कैसों
lehra	लहरा
panne	पन्ने
kare	कर
pratyaksh	प्रत्यक्ष
tiisaraa	तीसरा
chhupaauun	छुपाऊं
panna	पन्ना
kari	करी
yaadagaar	यादगार
rahuungii	रहूँगी
panno	पन्नों
jagadambike	जगदम्बिके
sahibaan	सहिबां
kara	कर
karu	करू
kaamana	कामना
kamanaseebee	कमनसीबी
karz	कर्ज़
bundiya	बूँदिया
karo	कर
karn	कारण
karm	कर्म
kaamani	कामनी
tasviron	तसवीरों
karr	कर
chhoriyaan	छोरियां
baaret	बारे
poocho	पूछो
tikatein	टिकटें
kasi	कासी
patthariilii	पत्थरीली
poochh	पूछ
pooche	पूछे
poochi	पूछी
bujhaaya	बुझाया
bujhaaye	बुझाए
poocha	पूछा
varna	वरना
gharavaalon	घरवालों
badnaseeb	बदनसीब
malum	मालूम
varma	वर्मा
utarne	उतरने
chhaav	छाँव
